Loan ID,Borrower Name,Branch,RM,Province,City / Town,Loan Product,Sector,Collateral Type,Issue Date,Maturity Date,Tenor (Mo),"Loan Amt
(USD)","Outstanding
(USD)","Int Rate
(%)","Annual Income
(USD)","DTI
(%)",DSCR,"Credit
Score","Emp Length
(Yrs)","Collateral
Value (USD)","LTV
(%)","Revol Util
(%)",DPD,"Missed
Pmts","Part
Pmts","Bank Bal
Trend","Inflation
Exp","Forex
Income",Loan Status
CNB-010086,Enias Tumbare,Gweru Branch,D. Rusike,Harare Metropolitan,Harare,Green Energy Loan,Energy & utilities,Company guarantee,8/11/2023,18/10/2027,48,"$15,000","$12,540",25.80%,"$94,600",46.50%,1.47x,533,2,"$9,311",134.70%,39.50%,0,2,2,Stable,High,No,Special mention
CNB-010087,Ropafadzo Moyo,Bulawayo Main,P. Mhlanga,Harare Metropolitan,Harare,Agricultural Input Finance,Construction,Residential property,14/6/2020,6/12/2021,18,"$8,100","$2,268",21.50%,"$63,300",15.40%,2.38x,807,1,"$1,930",117.50%,42.40%,0,0,1,Declining,Low,Yes,Performing
CNB-010088,Thandeka Vera,Kwekwe Branch,S. Dube,Masvingo,Masvingo,Digital Business Loan,Agriculture,Equipment & machinery,25/9/2023,19/9/2024,12,"$5,500","$1,540",19.40%,"$39,900",16.00%,2.87x,831,3,"$2,222",69.30%,15.10%,0,1,1,Improving,Medium,Yes,Performing
CNB-010089,Zanele Mutasa,Masvingo Branch,C. Sibanda,Manicaland,Mutare,Agro-processing Loan,Mining,Residential property,1/11/2021,16/10/2024,36,$400,$116,36.00%,"$1,400",73.90%,1.01x,539,5,$170,68.30%,85.40%,14,2,2,Severely declining,Medium,No,Watch
CNB-010090,Sibonelo Nhiwatiwa,Gweru Branch,P. Mhlanga,Mashonaland East,Marondera,Youth Enterprise Loan,Health & pharmaceuticals,Residential property,15/10/2020,24/9/2024,48,$200,$56,19.50%,"$1,000",26.60%,2.56x,727,10,$106,52.70%,24.40%,0,1,0,Stable,Low,No,Performing
CNB-010091,Ruvimbo Vera,Chinhoyi Branch,G. Mutasa,Masvingo,Chiredzi,Transport Fleet Finance,Education,Salary cession,1/5/2023,20/4/2025,24,"$2,900","$1,395",30.30%,"$12,000",46.50%,1.54x,666,3,"$2,776",50.20%,57.10%,7,1,2,Improving,Low,No,Special mention
CNB-010092,Busisiwe Zizhou,Bulawayo Main,N. Gumbo,Midlands,Gweru,Import Finance,Financial services,Motor vehicle,20/5/2024,10/5/2026,24,"$1,000",$866,33.90%,"$3,400",70.40%,1.08x,482,5,"$1,880",46.10%,68.10%,90,1,2,Severely declining,High,No,Watch
CNB-010093,Tapiwa Ushamba,Gweru Branch,B. Makoni,Masvingo,Masvingo,Youth Enterprise Loan,Agriculture,Motor vehicle,13/3/2022,25/2/2025,36,"$4,500","$1,701",38.90%,"$27,300",84.40%,0.38x,282,2,"$3,326",51.10%,83.10%,90,5,1,Severely declining,High,No,Non-performing
CNB-010094,Kudzie Taruvinga,Mutare Branch,M. Ndlovu,Manicaland,Mutare,Microfinance Loan,Retail trade,Fixed deposit cession,6/7/2023,25/6/2025,24,"$14,500","$7,932",22.90%,"$31,400",10.30%,1.78x,817,1,"$8,415",94.20%,37.80%,0,0,1,Improving,Low,Yes,Performing
CNB-010095,Ngonidzashe Mawere,Chitungwiza Branch,F. Moyo,Harare Metropolitan,Harare,Green Energy Loan,Retail trade,Stock/inventory pledge,15/12/2022,10/12/2023,12,"$20,600","$5,768",22.40%,"$66,300",17.60%,2.69x,806,7,"$15,212",37.90%,25.00%,0,1,0,Stable,Low,No,Performing
CNB-010096,Lungelo Shumba,Chinhoyi Branch,S. Dube,Bulawayo Metropolitan,Bulawayo,Medical Finance,Mining,Commercial property,12/5/2021,26/4/2024,36,"$1,500",$420,36.60%,"$3,100",71.00%,0.94x,502,7,$261,161.10%,74.60%,60,1,0,Declining,High,Yes,Watch
CNB-010097,Sandile Zvobgo,Masvingo Branch,G. Mutasa,Manicaland,Mutare,Medical Finance,Real estate,Motor vehicle,10/6/2022,5/6/2023,12,$200,$56,48.10%,"$1,000",93.40%,0.41x,346,10,$109,51.20%,92.70%,60,2,2,Declining,High,No,Non-performing
CNB-010098,Chisomo Shumba,Beitbridge Branch,C. Sibanda,Manicaland,Mutare,Agricultural Input Finance,Construction,Salary cession,18/8/2019,8/2/2021,18,"$17,200","$4,816",28.70%,"$80,000",36.60%,1.32x,544,3,"$5,206",92.50%,70.10%,7,1,0,Improving,High,No,Special mention
CNB-010099,Kudzie Mutsvairo,Bulawayo Main,A. Nkomo,Mashonaland West,Chinhoyi,Property Development Loan,Retail trade,Residential property,9/11/2020,14/10/2025,60,"$14,200","$6,123",39.60%,"$113,200",61.60%,0.81x,528,0,"$5,647",108.40%,89.50%,30,3,3,Declining,High,No,Watch
CNB-010100,Ruramai Pasicha,Bulawayo Main,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Medical Finance,Agriculture,Salary cession,10/10/2023,2/4/2025,18,$300,$157,18.50%,"$2,000",27.60%,1.63x,842,7,$440,35.80%,14.20%,0,0,1,Declining,Medium,No,Performing
CNB-010101,Tsitsi Nyoni,Harare Main,E. Mapfumo,Matabeleland South,Beitbridge,School Fees Loan,Manufacturing,Share pledge,29/8/2022,18/8/2024,24,"$30,000","$8,400",26.80%,"$198,600",53.90%,1.83x,622,0,"$15,282",55.00%,64.80%,0,2,1,Stable,High,No,Special mention
CNB-010102,Mduduzi Mutasa,Mutare Branch,R. Ncube,Harare Metropolitan,Harare,Agro-processing Loan,Textiles & clothing,Residential property,27/5/2022,11/5/2025,36,"$1,500",$642,38.70%,"$6,800",88.50%,0.75x,379,15,"$1,418",45.30%,98.90%,120,5,3,Severely declining,High,No,Non-performing
CNB-010103,Admire Tembo,Chinhoyi Branch,B. Makoni,Bulawayo Metropolitan,Bulawayo,SME Working Capital Loan,Retail trade,Salary cession,18/5/2023,7/5/2025,24,"$62,600","$31,175",41.50%,"$182,700",67.70%,0.43x,405,2,"$38,419",81.10%,97.40%,120,4,1,Severely declining,Medium,Yes,Non-performing
CNB-010104,Sipho Muguti,Victoria Falls Branch,T. Chinyoka,Midlands,Gweru,Trade Finance Facility,Retail trade,Salary cession,17/4/2020,9/10/2021,18,"$11,600","$3,248",48.00%,"$36,500",73.70%,0.49x,402,2,"$7,469",43.50%,79.40%,60,4,2,Severely declining,High,No,Non-performing
CNB-010105,Tamara Mthembu,Bulawayo Main,H. Zimba,Mashonaland East,Marondera,Property Development Loan,Mining,No collateral,28/4/2020,18/4/2022,24,"$2,400",$672,31.50%,"$10,100",65.30%,0.79x,556,7,$0,,70.10%,60,3,0,Stable,High,No,Watch
CNB-010106,Simba Ndlovu,Chinhoyi Branch,L. Charamba,Masvingo,Masvingo,Property Development Loan,Education,Agricultural land,8/8/2021,30/1/2023,18,"$124,700","$34,916",19.40%,"$297,000",8.40%,3.93x,777,2,"$21,884",159.60%,11.70%,0,1,0,Stable,Medium,No,Performing
CNB-010107,Takudzwa Mapfumo,Bulawayo Main,M. Ndlovu,Harare Metropolitan,Harare,Green Energy Loan,Health & pharmaceuticals,Stock/inventory pledge,18/1/2021,13/12/2027,84,$900,$552,35.60%,"$3,000",61.50%,1.14x,391,5,"$1,393",39.70%,90.60%,14,3,1,Stable,High,No,Watch
CNB-010108,Edmore Sakala,Victoria Falls Branch,B. Makoni,Masvingo,Chiredzi,SME Working Capital Loan,Agriculture,Residential property,6/10/2019,30/9/2020,12,"$4,700","$1,316",24.30%,"$17,600",46.30%,1.64x,578,7,"$3,232",40.70%,41.60%,7,0,1,Declining,Medium,No,Special mention
CNB-010109,Tendai Kariwo,Chinhoyi Branch,R. Ncube,Midlands,Kwekwe,Microfinance Loan,Retail trade,Agricultural land,20/2/2020,13/8/2021,18,"$55,600","$15,568",36.40%,"$348,300",49.70%,0.80x,543,1,"$34,310",45.40%,63.30%,60,4,0,Stable,High,No,Watch
CNB-010110,Tsungirirai Charamba,Bulawayo Main,C. Sibanda,Mashonaland West,Kariba,Export Finance,Agriculture,Motor vehicle,25/1/2021,24/7/2021,6,"$1,500",$420,21.40%,"$11,800",9.20%,3.20x,684,1,"$1,158",36.30%,10.40%,0,1,1,Stable,Medium,No,Performing
CNB-010111,Simba Taruvinga,Kwekwe Branch,T. Chinyoka,Manicaland,Chipinge,School Fees Loan,Agriculture,Share pledge,7/10/2021,16/9/2025,48,"$10,500","$4,778",27.60%,"$17,700",41.80%,1.72x,588,0,"$6,435",74.20%,61.00%,7,2,1,Improving,Medium,Yes,Special mention
CNB-010112,Nomvula Ndlovu,Gweru Branch,A. Nkomo,Harare Metropolitan,Harare,Salary-Backed Loan,Agriculture,Residential property,4/5/2022,18/4/2025,36,"$1,400",$578,35.00%,"$7,200",69.70%,1.11x,484,7,"$1,068",54.10%,70.70%,0,1,3,Declining,High,No,Watch
CNB-010113,Chisomo Tekere,Kwekwe Branch,T. Chinyoka,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Mining,Salary cession,10/9/2023,4/9/2024,12,"$166,900","$46,732",50.00%,"$427,600",68.60%,0.57x,363,7,"$111,980",41.70%,97.30%,120,7,3,Severely declining,High,No,Non-performing
CNB-010114,Nokuthula Phidza,Bulawayo Main,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Youth Enterprise Loan,Construction,Personal guarantee,10/7/2022,29/6/2024,24,"$5,300","$1,484",18.60%,"$41,500",14.60%,2.39x,797,0,"$3,207",46.30%,5.30%,0,0,1,Stable,Low,No,Performing
CNB-010115,Tatenda Kariwo,Chitungwiza Branch,L. Charamba,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Agriculture,Residential property,17/10/2019,15/1/2020,3,"$8,600","$2,408",45.10%,"$44,000",64.40%,0.83x,419,5,"$5,034",47.80%,79.70%,90,2,1,Declining,High,No,Non-performing
CNB-010116,Nomvula Nyamupingidza,Gweru Branch,S. Dube,Masvingo,Chiredzi,Digital Business Loan,Agriculture,Company guarantee,20/6/2020,5/6/2023,36,"$15,900","$4,452",30.50%,"$101,400",64.10%,1.19x,468,10,"$11,370",39.20%,63.80%,0,3,1,Stable,Medium,Yes,Watch
CNB-010117,Nomatter Msipha,Mutare Branch,C. Sibanda,Bulawayo Metropolitan,Bulawayo,Microfinance Loan,Construction,Agricultural land,4/3/2021,22/2/2023,24,"$25,300","$7,084",28.00%,"$143,200",39.70%,1.33x,654,3,"$7,060",100.30%,58.30%,14,2,1,Stable,Medium,No,Special mention
CNB-010118,Lindiwe Mapfumo,Harare Main,C. Sibanda,Masvingo,Masvingo,Agricultural Input Finance,Financial services,Salary cession,1/7/2022,28/12/2022,6,"$2,600",$728,20.30%,"$4,600",16.40%,2.19x,847,0,"$1,927",37.80%,22.80%,0,0,0,Improving,Medium,Yes,Performing
CNB-010119,Progress Shumba,Kwekwe Branch,E. Mapfumo,Harare Metropolitan,Harare,Women in Business Loan,Financial services,No collateral,21/11/2020,11/11/2022,24,"$7,900","$2,212",19.90%,"$19,100",20.50%,3.15x,752,2,$0,,25.70%,0,1,1,Stable,Low,No,Performing
CNB-010120,Edmore Ncube,Chitungwiza Branch,F. Moyo,Masvingo,Masvingo,Microfinance Loan,Agriculture,Salary cession,18/11/2020,8/11/2022,24,"$2,600",$728,20.50%,"$15,000",21.90%,1.76x,670,1,"$1,709",42.60%,44.00%,0,1,1,Stable,Medium,Yes,Performing
CNB-010121,Tongesai Gumbo,Gweru Branch,D. Rusike,Harare Metropolitan,Harare,Equipment Finance,Hospitality & tourism,Personal guarantee,9/4/2024,25/3/2027,36,"$3,400","$3,003",49.30%,"$7,200",70.00%,0.51x,357,0,"$5,920",50.70%,98.40%,90,5,1,Severely declining,High,No,Non-performing
CNB-010122,Anesu Sibanda,Harare Main,H. Zimba,Harare Metropolitan,Harare,Export Finance,Retail trade,No collateral,22/12/2022,17/12/2023,12,"$2,000",$560,34.80%,"$7,400",52.70%,1.19x,544,5,$0,,65.30%,60,1,0,Declining,Medium,No,Watch
CNB-010123,Admire Ndihlovu,Bulawayo Main,S. Dube,Harare Metropolitan,Harare,Digital Business Loan,Manufacturing,Stock/inventory pledge,30/12/2022,19/12/2024,24,"$83,500","$29,977",37.60%,"$343,800",69.00%,1.14x,556,7,"$45,681",65.60%,73.60%,14,4,3,Declining,High,No,Watch
CNB-010124,Tatenda Zvobgo,Chinhoyi Branch,N. Gumbo,Bulawayo Metropolitan,Bulawayo,Microfinance Loan,Retail trade,Equipment & machinery,10/8/2021,1/2/2023,18,"$26,600","$7,448",50.90%,"$120,600",94.70%,0.41x,379,7,"$20,571",36.20%,82.30%,180,5,4,Severely declining,High,No,Non-performing
CNB-010125,Sipho Taguta,Chitungwiza Branch,B. Makoni,Manicaland,Mutare,SME Working Capital Loan,Informal trade,Commercial property,30/10/2023,22/4/2025,18,"$6,600","$3,634",38.80%,"$32,000",72.90%,0.79x,449,25,"$2,400",151.40%,65.80%,30,1,2,Severely declining,High,No,Watch
CNB-010126,Tapiwa Pfukwa,Victoria Falls Branch,R. Ncube,Mashonaland West,Norton,School Fees Loan,Transport & logistics,Motor vehicle,14/12/2019,6/6/2021,18,"$63,600","$17,808",22.80%,"$306,900",54.60%,1.87x,543,1,"$22,232",80.10%,45.50%,7,0,0,Improving,Medium,No,Special mention
CNB-010127,Gracious Jiri,Gweru Branch,P. Mhlanga,Harare Metropolitan,Harare,SME Working Capital Loan,Informal trade,Personal guarantee,1/11/2022,27/10/2023,12,"$8,800","$2,464",22.80%,"$65,300",23.50%,1.83x,701,0,"$4,636",53.10%,12.70%,7,1,1,Improving,Low,Yes,Special mention
CNB-010128,Busisiwe Zizhou,Kwekwe Branch,B. Makoni,Harare Metropolitan,Chitungwiza,Digital Business Loan,Health & pharmaceuticals,Motor vehicle,25/11/2022,14/11/2024,24,"$87,000","$28,188",45.40%,"$249,400",69.30%,0.81x,405,20,"$33,327",84.60%,80.90%,60,5,2,Severely declining,High,No,Non-performing
CNB-010129,Ruramai Nyamupingidza,Mutare Branch,F. Moyo,Mashonaland West,Chinhoyi,Green Energy Loan,ICT & telecoms,Company guarantee,22/4/2023,11/4/2025,24,"$4,000","$1,888",23.30%,"$5,100",26.40%,3.78x,824,10,"$2,878",65.60%,36.30%,0,0,0,Stable,Low,Yes,Performing
CNB-010130,Tinotenda Takaindisa,Gweru Branch,N. Gumbo,Bulawayo Metropolitan,Bulawayo,Export Finance,Agriculture,Agricultural land,30/10/2023,22/4/2025,18,"$2,300","$1,267",26.40%,"$4,400",38.90%,1.31x,627,0,"$3,249",39.00%,53.30%,14,0,0,Declining,High,No,Special mention
CNB-010131,Mthokozisi Nkomazana,Mutare Branch,D. Rusike,Masvingo,Chiredzi,Import Finance,Health & pharmaceuticals,Stock/inventory pledge,28/9/2019,7/9/2023,48,$200,$56,31.40%,"$1,000",31.50%,1.36x,592,2,$135,41.40%,43.40%,7,1,0,Stable,Low,No,Special mention
CNB-010132,Fortune Chikwanda,Bulawayo Main,C. Sibanda,Harare Metropolitan,Harare,Medical Finance,Hospitality & tourism,Share pledge,10/11/2020,20/10/2024,48,"$5,200","$1,505",40.90%,"$38,700",63.90%,0.89x,390,5,"$2,772",54.30%,83.70%,120,5,3,Declining,High,No,Non-performing
CNB-010133,Dumisani Nkomazana,Bulawayo Main,P. Mhlanga,Harare Metropolitan,Harare,Microfinance Loan,Retail trade,Personal guarantee,8/3/2024,21/2/2027,36,"$6,100","$5,258",20.60%,"$22,200",31.50%,1.67x,846,1,"$11,330",46.40%,10.10%,0,0,0,Improving,Low,No,Performing
CNB-010134,Nomatter Mwanza,Gweru Branch,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Equipment Finance,Hospitality & tourism,Stock/inventory pledge,28/2/2020,17/2/2022,24,"$43,000","$12,040",23.90%,"$297,500",12.90%,1.86x,664,10,"$13,041",92.30%,19.40%,0,1,1,Improving,Low,Yes,Performing
CNB-010135,Munyaradzi Mahove,Chitungwiza Branch,S. Dube,Mashonaland West,Chegutu,Import Finance,Transport & logistics,Personal guarantee,4/4/2022,26/9/2023,18,"$37,500","$10,500",30.10%,"$80,800",28.70%,1.61x,587,3,"$24,843",42.30%,44.60%,30,0,0,Declining,Medium,No,Special mention
CNB-010136,Mudiwa Dziva,Kwekwe Branch,S. Dube,Matabeleland North,Victoria Falls,School Fees Loan,Agriculture,Commercial vehicle,7/11/2022,27/10/2024,24,"$9,700","$2,968",48.70%,"$46,500",77.20%,0.79x,389,25,"$6,333",46.90%,99.10%,60,2,3,Severely declining,High,No,Non-performing
CNB-010137,Tambudzai Mawere,Victoria Falls Branch,B. Makoni,Mashonaland West,Kadoma,Digital Business Loan,Hospitality & tourism,No collateral,15/5/2019,9/5/2020,12,$900,$252,49.50%,"$4,100",64.40%,0.37x,295,0,$0,,84.00%,90,3,1,Severely declining,High,No,Non-performing
CNB-010138,Gamuchirai Samasuwo,Harare Main,H. Zimba,Harare Metropolitan,Harare,SME Working Capital Loan,Hospitality & tourism,Personal guarantee,20/7/2019,9/7/2021,24,"$5,900","$1,652",21.00%,"$38,900",16.00%,3.38x,834,25,"$1,151",143.50%,34.80%,0,1,0,Stable,Low,Yes,Performing
CNB-010139,Tongesai Chiweshe,Chitungwiza Branch,M. Ndlovu,Harare Metropolitan,Harare,Agro-processing Loan,Hospitality & tourism,Agricultural land,11/4/2024,21/3/2028,48,"$17,600","$16,078",31.30%,"$108,900",54.30%,1.71x,589,0,"$37,766",42.60%,66.70%,14,2,1,Improving,High,Yes,Special mention
CNB-010140,Loveness Khumalo,Gweru Branch,A. Nkomo,Harare Metropolitan,Epworth,Digital Business Loan,ICT & telecoms,Fixed deposit cession,24/9/2023,8/9/2026,36,"$22,600","$16,980",23.00%,"$175,800",20.50%,3.23x,771,3,"$18,090",93.90%,30.00%,0,1,0,Improving,Low,Yes,Performing
CNB-010141,Kudakwashe Mamvura,Mutare Branch,N. Gumbo,Harare Metropolitan,Harare,Digital Business Loan,Hospitality & tourism,Salary cession,22/12/2019,19/6/2020,6,"$7,300","$2,044",42.80%,"$56,600",96.60%,0.77x,333,0,"$2,343",87.20%,87.30%,45,4,2,Severely declining,High,No,Watch
CNB-010142,Nokuthula Pasicha,Masvingo Branch,N. Gumbo,Masvingo,Chiredzi,Agro-processing Loan,Hospitality & tourism,Agricultural land,9/1/2019,4/1/2020,12,$400,$112,29.10%,"$2,200",52.10%,1.57x,636,5,$152,73.90%,65.10%,0,0,1,Stable,Medium,No,Performing
CNB-010143,Ropafadzo Chikafu,Bulawayo Main,F. Moyo,Harare Metropolitan,Harare,Agricultural Input Finance,Financial services,Commercial property,17/1/2024,15/7/2024,6,"$1,900",$532,35.60%,"$6,900",75.00%,0.95x,510,20,"$1,344",39.60%,72.00%,60,1,0,Declining,High,No,Watch
CNB-010144,Nompumelelo Sibanda,Chitungwiza Branch,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Women in Business Loan,Agriculture,Stock/inventory pledge,5/11/2019,25/10/2021,24,"$6,000","$1,680",28.70%,"$17,500",41.60%,1.75x,523,5,"$3,212",52.30%,50.50%,14,0,2,Declining,High,Yes,Special mention
CNB-010145,Progress Chiweshe,Gweru Branch,G. Mutasa,Harare Metropolitan,Epworth,Women in Business Loan,Retail trade,Salary cession,16/6/2021,6/6/2023,24,"$2,000",$560,38.20%,"$3,400",52.00%,1.17x,491,2,$925,60.50%,83.60%,14,3,0,Declining,Medium,No,Watch
CNB-010146,Chisomo Vera,Harare Main,H. Zimba,Mashonaland West,Kadoma,Green Energy Loan,Education,Equipment & machinery,12/12/2022,16/11/2027,60,"$21,400","$15,759",43.20%,"$99,600",80.30%,0.79x,351,3,"$15,552",101.30%,97.50%,60,6,4,Declining,High,No,Non-performing
CNB-010147,Anesu Mwanza,Kwekwe Branch,C. Sibanda,Harare Metropolitan,Harare,Agricultural Input Finance,Transport & logistics,Salary cession,27/4/2020,19/10/2021,18,"$5,600","$1,568",19.80%,"$35,200",24.80%,3.77x,747,3,"$2,920",53.70%,23.40%,0,1,0,Stable,Medium,Yes,Performing
CNB-010148,Bongani Mamvura,Masvingo Branch,R. Ncube,Midlands,Zvishavane,Trade Finance Facility,Manufacturing,Salary cession,18/12/2020,13/12/2021,12,"$4,100","$1,148",22.60%,"$19,400",46.60%,1.83x,567,2,"$3,059",37.50%,42.60%,0,2,1,Stable,High,No,Special mention
CNB-010149,Vimbai Zimba,Beitbridge Branch,G. Mutasa,Harare Metropolitan,Harare,Trade Finance Facility,Retail trade,No collateral,13/4/2020,10/10/2020,6,"$1,900",$532,39.20%,"$11,300",61.30%,0.98x,517,7,$0,,74.50%,30,4,0,Declining,High,Yes,Watch
CNB-010150,Chenai Maposa,Harare Main,L. Charamba,Harare Metropolitan,Harare,Youth Enterprise Loan,Transport & logistics,Residential property,16/6/2019,31/5/2022,36,"$6,300","$1,764",22.70%,"$41,100",51.30%,1.11x,599,5,"$1,858",94.90%,67.00%,0,0,1,Stable,Medium,No,Special mention
CNB-010151,Kudakwashe Takaindisa,Victoria Falls Branch,T. Chinyoka,Harare Metropolitan,Harare,Microfinance Loan,Education,Commercial vehicle,5/2/2020,29/7/2021,18,"$2,700",$756,16.90%,"$6,300",19.70%,3.60x,717,10,$636,118.90%,27.90%,0,1,0,Improving,Low,No,Performing
CNB-010152,Blessed Makamba,Mutare Branch,L. Charamba,Harare Metropolitan,Harare,Export Finance,Financial services,Personal guarantee,3/7/2023,22/6/2025,24,"$14,300","$7,779",40.40%,"$101,800",72.10%,0.87x,372,10,"$18,187",42.80%,95.80%,120,3,1,Severely declining,High,Yes,Non-performing
CNB-010153,Chiedza Samasuwo,Victoria Falls Branch,A. Nkomo,Harare Metropolitan,Harare,Equipment Finance,Manufacturing,Agricultural land,5/8/2020,21/7/2023,36,"$11,400","$3,192",31.20%,"$47,500",29.70%,1.46x,592,25,"$6,481",49.20%,40.10%,7,2,2,Stable,Medium,No,Special mention
CNB-010154,Lungelo Tumbare,Gweru Branch,D. Rusike,Mashonaland West,Kadoma,Digital Business Loan,Mining,Commercial property,5/5/2020,14/4/2024,48,"$6,700","$1,876",25.20%,"$15,900",41.20%,1.75x,575,3,"$1,571",119.40%,59.80%,7,0,0,Improving,Medium,No,Special mention
CNB-010155,Spiwe Mukai,Chitungwiza Branch,B. Makoni,Manicaland,Rusape,Microfinance Loan,ICT & telecoms,Salary cession,24/11/2022,17/5/2024,18,"$4,500","$1,260",17.80%,"$15,800",29.80%,2.20x,845,5,$851,148.00%,11.90%,0,1,0,Stable,Medium,Yes,Performing
CNB-010156,Kudakwashe Madzivire,Gweru Branch,D. Rusike,Masvingo,Masvingo,Microfinance Loan,Hospitality & tourism,Equipment & machinery,2/8/2021,28/7/2022,12,"$9,400","$2,632",16.20%,"$19,800",14.90%,3.29x,821,2,"$4,221",62.40%,17.80%,0,0,0,Declining,Medium,Yes,Performing
CNB-010157,Progress Tumbare,Chitungwiza Branch,C. Sibanda,Midlands,Gokwe,Agricultural Input Finance,Agriculture,Personal guarantee,17/5/2022,12/5/2023,12,"$3,900","$1,092",25.30%,"$15,200",35.70%,1.39x,537,10,"$2,844",38.40%,55.10%,7,2,2,Stable,Low,Yes,Special mention
CNB-010158,Busisiwe Mhike,Gweru Branch,M. Ndlovu,Harare Metropolitan,Harare,Property Development Loan,Manufacturing,Company guarantee,23/6/2020,20/12/2020,6,"$5,900","$1,652",18.70%,"$7,300",28.60%,2.25x,674,15,"$2,543",65.00%,21.50%,0,0,0,Stable,Low,No,Performing
CNB-010159,Takudzwa Moyo,Beitbridge Branch,P. Mhlanga,Manicaland,Rusape,School Fees Loan,Real estate,Commercial vehicle,14/9/2021,19/8/2026,60,"$15,100","$8,377",31.40%,"$88,400",53.80%,1.31x,611,0,"$9,130",91.80%,68.30%,30,0,0,Declining,Medium,No,Special mention
CNB-010160,Edmore Musarurwa,Chitungwiza Branch,F. Moyo,Midlands,Gweru,Digital Business Loan,Energy & utilities,Personal guarantee,8/12/2021,17/11/2025,48,"$5,000","$2,430",22.30%,"$17,100",46.70%,1.21x,543,10,"$2,222",109.40%,48.70%,7,0,2,Improving,High,No,Special mention
CNB-010161,Danai Ntuli,Beitbridge Branch,B. Makoni,Midlands,Kwekwe,Microfinance Loan,Agriculture,Commercial vehicle,7/12/2023,16/11/2027,48,"$7,100","$6,039",26.40%,"$39,500",54.90%,1.25x,556,5,"$7,167",84.30%,68.00%,0,1,1,Declining,High,No,Performing
CNB-010162,Ruramai Nkosi,Beitbridge Branch,T. Chinyoka,Harare Metropolitan,Harare,Digital Business Loan,Financial services,Company guarantee,11/6/2021,6/6/2022,12,"$2,200",$616,35.50%,"$12,300",63.80%,1.14x,559,3,"$1,258",48.90%,62.80%,30,4,1,Stable,Medium,No,Special mention
CNB-010163,Mthokozisi Nyagura,Beitbridge Branch,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Export Finance,Hospitality & tourism,Salary cession,21/9/2022,5/9/2025,36,"$11,300","$5,718",20.70%,"$71,100",18.40%,1.93x,727,5,"$8,103",70.60%,31.10%,0,1,1,Stable,Medium,No,Performing
CNB-010164,Spiwe Ndihlovu,Harare Main,C. Sibanda,Mashonaland West,Kariba,Salary-Backed Loan,Transport & logistics,No collateral,13/6/2024,23/5/2028,48,"$54,400","$51,408",30.90%,"$380,200",59.00%,1.19x,427,15,$0,,91.60%,0,2,0,Stable,Medium,No,Special mention
CNB-010165,Sibonelo Nyagura,Gweru Branch,B. Makoni,Bulawayo Metropolitan,Bulawayo,Youth Enterprise Loan,Health & pharmaceuticals,Commercial vehicle,29/4/2021,24/4/2022,12,"$2,000",$560,34.00%,"$15,900",57.90%,0.94x,497,5,$633,88.50%,81.30%,14,2,1,Declining,Medium,No,Special mention
CNB-010166,Rangarirai Mukwewa,Bulawayo Main,F. Moyo,Midlands,Kwekwe,Women in Business Loan,Real estate,Residential property,16/2/2020,10/2/2021,12,"$156,300","$43,764",31.40%,"$701,700",69.60%,0.79x,547,10,"$115,423",37.90%,62.30%,0,4,0,Stable,High,No,Watch
CNB-010167,Lungelo Moyo,Harare Main,N. Gumbo,Harare Metropolitan,Harare,Agro-processing Loan,Transport & logistics,Motor vehicle,22/9/2023,6/9/2026,36,"$10,800","$8,100",31.50%,"$27,600",39.10%,1.64x,575,2,"$13,906",58.20%,42.30%,14,2,0,Declining,High,No,Special mention
